Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-January-2019,180.00,180.85,176.20,177.20,177.590792721848410735,437089,1784,77622982.00,18423,4.21,4.65,-2.80
22-January-2019,176.00,180.30,174.80,179.45,177.423819253351788078,364134,1534,64606045.00,26091,7.17,5.50,3.45
21-January-2019,180.30,182.15,176.00,177.25,178.833404750599325975,172694,1163,30883456.00,19218,11.13,6.15,-3.05
18-January-2019,184.90,184.90,178.00,180.30,180.875074215066531624,372229,1693,67326948.00,32272,8.67,6.90,-4.60
17-January-2019,184.40,185.80,181.60,184.10,183.871092361593013218,236332,1432,43454623.00,15644,6.62,4.20,-0.30
16-January-2019,186.95,187.70,182.60,182.95,184.523158421929142354,245591,1557,45317227.00,35289,14.37,5.10,-4.00
15-January-2019,181.05,187.00,181.05,185.75,184.443136800760459943,207243,1394,38224549.00,36743,17.73,5.95,4.70
14-January-2019,182.10,182.70,178.30,181.60,180.559823495370370370,235008,1158,42433003.00,18377,7.82,4.40,-0.50
11-January-2019,184.70,184.70,179.00,182.05,180.925410155557917862,282210,1637,51058960.00,13636,4.83,5.70,-2.65
10-January-2019,182.10,187.05,181.45,183.35,184.416502328023535043,647545,3679,119417984.00,34746,5.37,5.60,1.25
9-January-2019,182.10,184.70,178.10,182.00,181.822090122445044350,331904,2394,60347479.00,34547,10.41,6.60,-0.10
8-January-2019,180.40,182.75,178.75,181.50,181.238547795188442942,343340,2072,62226443.00,26248,7.64,4.00,1.10
7-January-2019,176.00,183.90,176.00,179.55,180.879021549213744903,772650,4068,139756176.00,88211,11.42,7.90,3.55
4-January-2019,173.55,176.35,170.95,175.15,173.808927660774931371,460815,2471,80093761.00,27911,6.06,5.40,1.60
3-January-2019,173.00,175.15,171.30,172.60,173.328552632144715286,465134,2517,80621003.00,39857,8.57,3.85,-0.40
2-January-2019,181.00,181.00,172.30,172.90,175.297164281112873781,560387,2754,98234252.00,141825,25.31,8.70,-8.10
1-January-2019,177.95,182.15,177.15,180.55,180.241997610696643220,365797,2197,65931982.00,35753,9.77,5.00,2.60
31-December-2018,178.00,179.75,176.40,177.50,177.835513489483343971,402647,1663,71604936.00,26611,6.61,3.35,-0.50
28-December-2018,176.50,180.65,176.50,177.75,178.541981502519957606,262306,1730,46832633.00,21532,8.21,4.15,1.25
27-December-2018,178.95,181.20,175.15,176.05,177.750695185620237694,484403,2454,86102970.00,94730,19.56,6.05,-2.90
26-December-2018,178.55,179.35,172.20,177.50,175.361400752553788083,594509,2947,104253931.00,28529,4.80,7.15,-1.05
24-December-2018,185.00,186.10,177.55,178.55,180.416226924931536760,439652,2699,79320355.00,47811,10.87,8.55,-6.45
21-December-2018,190.55,191.90,185.40,186.90,188.667146109589884010,520048,2672,98115972.00,29476,5.67,6.50,-3.65
20-December-2018,191.85,193.85,186.80,189.90,190.382674789509910397,643617,3466,122533526.00,31494,4.89,7.05,-1.95
19-December-2018,178.75,193.00,178.75,191.25,188.633570281221857387,1113747,5970,210090073.00,137068,12.31,14.25,12.50
18-December-2018,177.80,180.80,176.50,178.05,177.801716860619750450,259427,1242,46126566.00,23644,9.11,4.30,0.25
17-December-2018,178.00,180.10,175.00,178.20,177.462464615965276467,291445,1615,51720548.00,15345,5.27,5.10,0.20
14-December-2018,179.00,180.50,176.65,178.65,178.626350833775263685,254565,1355,45472017.00,17192,6.75,3.85,-0.35
13-December-2018,177.70,182.70,174.70,178.70,178.852833922149312798,756037,3959,135219360.00,33342,4.41,8.00,1.00
12-December-2018,172.65,181.25,171.05,179.30,178.234754071803465003,790129,3329,140828448.00,51450,6.51,10.20,6.65
11-December-2018,166.75,172.95,163.50,171.80,169.404936301604629258,347183,1745,58814514.00,21750,6.26,9.45,5.05
10-December-2018,165.00,169.70,164.40,166.75,166.659587694442838142,276688,1724,46112708.00,26214,9.47,5.30,1.75
7-December-2018,169.00,173.20,165.20,172.55,169.013716828496441185,555522,2594,93890838.00,43267,7.79,8.00,3.55
6-December-2018,175.50,175.50,165.75,167.55,168.445734185588307080,565402,3077,95239555.00,58312,10.31,9.75,-7.95
5-December-2018,173.00,177.80,171.90,176.55,174.691555485134880045,1022427,3858,178609363.00,19130,1.87,5.90,3.55
4-December-2018,179.00,180.40,172.15,173.70,177.533805322091073097,630241,2781,111889083.00,51474,8.17,8.25,-5.30
3-December-2018,178.05,182.00,176.35,180.70,179.169535674341157541,676831,2552,121267496.00,15808,2.34,5.65,2.65
30-November-2018,180.00,180.00,175.95,177.95,177.867343804054521552,361325,1667,64267918.00,12726,3.52,4.05,-2.05
29-November-2018,177.20,180.80,174.30,179.55,177.333793207956988568,633506,2473,112342022.00,35618,5.62,6.50,2.35
28-November-2018,178.10,179.00,172.65,176.05,175.355828717699533259,975489,2781,171057682.00,16908,1.73,6.35,-2.05
27-November-2018,178.00,183.20,176.30,178.10,180.330000036945403314,812009,3681,146429583.00,42907,5.28,6.90,0.10
26-November-2018,177.50,179.00,171.90,177.50,175.366294455346262779,301173,1906,52815593.00,19200,6.38,7.10,0.00
22-November-2018,183.25,183.25,176.00,177.15,179.095379499463219308,334401,2150,59889674.00,60237,18.01,7.25,-6.10
21-November-2018,174.35,183.20,173.90,182.35,180.104406867996641283,690740,4148,124405318.00,71319,10.33,9.30,8.00
20-November-2018,170.10,175.45,169.60,174.85,173.415446865724650549,473028,2736,82030362.00,77586,16.40,5.85,4.75
19-November-2018,169.55,175.90,168.35,172.65,173.327180470806698736,261721,1803,45363363.00,39093,14.94,7.55,3.10
16-November-2018,171.75,171.75,164.90,169.45,168.212099432071235283,325569,1909,54764645.00,21137,6.49,6.85,-2.30
15-November-2018,163.00,171.20,162.35,169.65,167.118380160430053336,380976,2434,63668092.00,56700,14.88,8.85,6.65
14-November-2018,173.05,173.45,162.00,162.90,165.979001197120351592,365878,2290,60728065.00,61251,16.74,11.45,-10.15
13-November-2018,170.00,173.00,167.85,171.90,170.115577232370516625,305908,1904,52039716.00,31972,10.45,5.15,1.90
12-November-2018,176.20,176.70,170.80,171.50,172.842894901612155451,209223,1378,36162709.00,29317,14.01,5.90,-4.70
9-November-2018,171.00,175.20,171.00,174.30,173.179816727951905679,256995,1470,44506347.00,29332,11.41,4.20,3.30
7-November-2018,174.90,174.90,172.45,173.15,173.131236376846694114,33032,325,5718871.00,11092,33.58,2.45,-1.75
6-November-2018,174.50,174.65,171.15,172.65,172.830659430230015307,201204,1269,34774220.00,17322,8.61,3.50,-1.85
5-November-2018,169.05,175.50,168.60,173.10,172.385205458789158635,503848,2706,86855941.00,29251,5.81,6.90,4.05
2-November-2018,178.50,180.00,168.35,169.80,173.445380355407717390,1006506,5802,174573816.00,115346,11.46,11.65,-8.70
1-November-2018,166.00,173.30,164.25,171.90,170.282036180869040531,623147,3769,106110740.00,35768,5.74,9.05,5.90
31-October-2018,163.00,165.50,157.95,164.85,161.979799118740147731,452307,2496,73264597.00,53841,11.90,7.55,1.85
30-October-2018,164.95,166.50,160.00,161.90,163.073434530750344706,479393,2596,78176263.00,31696,6.61,6.50,-3.05
29-October-2018,155.00,166.45,152.65,164.40,159.863044015584652109,614964,3484,98310017.00,61313,9.97,13.80,9.40
26-October-2018,156.75,156.75,150.35,153.70,153.700364095623124598,452903,2220,69611356.00,15550,3.43,6.40,-3.05
25-October-2018,152.10,157.10,151.05,155.35,153.635477443050553998,390434,7039,59984514.00,19356,4.96,6.05,3.25
24-October-2018,155.90,158.80,152.75,156.65,155.953953651701100218,447093,2531,69725921.00,37459,8.38,6.05,0.75
23-October-2018,151.50,154.90,149.65,153.05,152.083292736346107397,488542,2507,74299076.00,24524,5.02,5.25,1.55
22-October-2018,152.05,155.70,149.60,152.85,152.222511988826940623,625791,3324,95259478.00,49265,7.87,6.10,0.80
19-October-2018,142.70,154.35,141.20,152.80,150.889962820635588104,1441122,7601,217450845.00,118701,8.24,13.15,10.10
17-October-2018,160.50,162.20,143.05,144.45,150.696264255215652361,1184128,5410,178443666.00,158672,13.40,19.15,-16.05
16-October-2018,159.00,161.35,157.20,158.20,158.862528803126859587,381469,1931,60601130.00,37108,9.73,4.15,-0.80
15-October-2018,158.10,159.10,154.45,156.85,156.878299510209692409,334633,1784,52496656.00,21492,6.42,4.65,-1.25
12-October-2018,155.25,160.95,155.25,157.75,158.095890093703825506,431786,2281,68263592.00,27519,6.37,5.70,2.50
11-October-2018,152.00,160.50,152.00,153.50,155.736745434226960391,775827,4006,120824772.00,65448,8.44,8.50,1.50
10-October-2018,155.10,164.95,153.65,163.45,158.521753561905186937,717032,3916,113665170.00,70799,9.87,11.30,8.35
9-October-2018,154.00,155.60,152.05,153.25,153.819454319551275145,417717,2363,64253001.00,43331,10.37,3.55,-0.75
8-October-2018,148.00,156.50,146.20,152.30,151.344673518511443090,1308650,6163,198057207.00,156830,11.98,10.30,4.30
5-October-2018,155.90,163.80,145.40,149.05,155.619601073274671506,1013720,5194,157754702.00,168642,16.64,18.40,-6.85
4-October-2018,150.40,160.65,147.80,158.10,154.670093016570501632,1217525,6358,188314705.00,54379,4.47,12.85,7.70
3-October-2018,159.80,161.55,151.70,155.20,158.296368726272548033,1123435,6049,177835681.00,181596,16.16,9.85,-4.60
1-October-2018,160.00,162.65,148.10,158.70,155.501583215607044604,1560116,8991,242600508.00,60320,3.87,14.55,-1.30
28-September-2018,172.65,174.50,159.90,162.55,165.213054905481835716,826402,4912,136532399.00,57909,7.01,14.60,-10.10
27-September-2018,182.20,182.20,171.15,172.65,175.094738132065035588,603854,4159,105731658.00,63191,10.46,11.05,-9.55
26-September-2018,179.80,184.45,176.45,182.30,180.867126385701327716,657068,4429,118842001.00,21533,3.28,8.00,2.50
25-September-2018,185.00,187.25,166.10,177.65,175.842949688971439735,1412732,7966,248418962.00,85661,6.06,21.15,-7.35
24-September-2018,201.00,201.00,182.40,184.80,187.310308524002138867,781722,4857,146424589.00,62494,7.99,18.60,-16.20
21-September-2018,201.80,205.15,184.95,198.75,196.187101266563035072,735297,4182,144255787.00,50979,6.93,20.20,-3.05
19-September-2018,201.50,205.65,198.60,201.30,202.037132309388364935,413629,2462,83568417.00,28488,6.89,7.05,-0.20
18-September-2018,212.00,214.05,201.85,202.85,207.227810767856154472,505876,2817,104831576.00,54308,10.74,12.20,-9.15
17-September-2018,208.20,213.80,206.20,213.00,211.373045816933616503,625773,3282,132271545.00,58585,9.36,7.60,4.80
14-September-2018,202.50,210.40,202.50,209.20,207.749898920099095059,544124,2846,113041706.00,110992,20.40,7.90,6.70
12-September-2018,199.40,203.45,193.70,202.45,198.881672525676805301,529953,2865,105397939.00,36512,6.89,9.75,3.05
11-September-2018,206.55,206.90,197.60,198.95,201.915652154975281486,321419,1840,64899527.00,36103,11.23,9.30,-7.60
10-September-2018,206.05,209.55,203.10,204.75,205.911627675129602552,300920,1959,61962927.00,31729,10.54,6.45,-1.30
7-September-2018,206.00,209.65,201.85,208.45,207.006887026977258079,651660,2288,134898108.00,258972,39.74,7.80,2.45
6-September-2018,204.05,206.90,201.45,204.45,204.414616050451341659,363915,2375,74389545.00,37035,10.18,5.45,0.40
5-September-2018,201.50,203.85,196.40,202.45,200.011988795175751611,654361,3573,130880045.00,74327,11.36,7.45,0.95
4-September-2018,210.00,212.65,198.80,201.80,205.282558117918923054,699311,4219,143556351.00,91185,13.04,13.85,-8.20
3-September-2018,212.50,216.65,210.25,212.45,213.986806656044192573,692243,4889,148130869.00,96714,13.97,6.40,-0.05
31-August-2018,220.10,222.25,217.40,220.45,219.984236662264805127,527807,3258,116109220.00,51236,9.71,4.85,0.35
30-August-2018,218.50,223.40,215.00,221.30,219.309219432505389395,743126,4803,162974383.00,80870,10.88,8.40,2.80
29-August-2018,213.20,221.25,212.35,217.50,217.685363587819204576,683535,4016,148795565.00,81486,11.92,8.90,4.30
28-August-2018,214.15,216.25,210.75,213.30,213.234320189555903405,442719,2228,94402885.00,20071,4.53,5.50,-0.85
27-August-2018,213.30,218.10,212.00,213.45,215.003969506666218893,446655,3015,96032598.00,44870,10.05,6.10,0.15
24-August-2018,212.50,215.70,210.30,212.70,213.226422036218436017,369646,2123,78818294.00,34547,9.35,5.40,0.20
23-August-2018,209.00,214.20,206.15,211.75,210.880706635475226598,575799,3581,121424900.00,52391,9.10,8.05,2.75
21-August-2018,213.00,215.45,207.45,208.55,209.439990598142111125,489265,3625,102471657.00,57107,11.67,8.00,-4.45
20-August-2018,213.00,216.50,212.50,214.80,214.807201858029021725,651443,5047,139934648.00,72653,11.15,4.00,1.80
17-August-2018,209.00,211.70,207.00,210.10,210.027902654445521119,503608,3397,105771732.00,42628,8.46,4.70,1.10
16-August-2018,201.75,208.80,198.65,206.85,204.263165827508106434,736452,4770,150430017.00,62247,8.45,10.15,5.10
14-August-2018,195.00,204.60,194.55,202.90,202.098266530731571222,673851,4692,136184119.00,78624,11.67,10.05,7.90
13-August-2018,196.45,197.80,191.45,194.50,194.335705522009084884,457243,2977,88858641.00,27078,5.92,6.35,-1.95
10-August-2018,202.00,203.35,194.80,196.60,198.051142766285336877,613205,4160,121445951.00,81686,13.32,8.55,-5.40
9-August-2018,190.90,203.20,189.00,200.65,197.746045221686469552,790373,5062,156293135.00,117695,14.89,14.20,9.75
8-August-2018,187.70,191.40,185.95,189.00,188.669941674648211275,291297,2629,54958988.00,46615,16.00,5.45,1.30
7-August-2018,190.20,190.80,184.20,186.75,187.041868548957564786,262942,1604,49181163.00,28220,10.73,6.60,-3.45
6-August-2018,189.15,194.00,188.00,189.25,190.009207605079277228,317998,1978,60422548.00,40489,12.73,6.00,0.10
3-August-2018,188.05,193.50,187.65,188.90,190.324438969138225910,443202,2631,84352172.00,33072,7.46,5.85,0.85
2-August-2018,191.90,191.90,186.65,188.05,188.680343144167044592,262397,1786,49509156.00,38857,14.81,5.25,-3.85
1-August-2018,197.90,197.90,189.55,193.05,192.575018509058749665,444377,2405,85575909.00,101436,22.83,8.35,-4.85
31-July-2018,188.70,198.40,188.70,196.15,196.127323138010599990,754529,5359,147983753.00,97019,12.86,9.70,7.45
30-July-2018,191.00,191.20,186.30,188.70,188.584154435187075145,161673,1146,30488966.00,15470,9.57,4.90,-2.30
27-July-2018,191.00,194.40,188.50,190.05,191.237876234994853505,305062,2082,58339409.00,59896,19.63,5.90,-0.95
26-July-2018,184.00,191.40,182.00,189.85,187.246091970624506982,450035,2632,84267295.00,83568,18.57,9.40,5.85
25-July-2018,189.80,189.80,182.40,183.70,186.339643553434694807,572933,2716,106760131.00,36550,6.38,7.40,-6.10
24-July-2018,179.00,190.15,177.80,188.50,185.479270416173144369,607031,4008,112591667.00,77517,12.77,12.35,9.50
23-July-2018,170.50,178.35,170.50,177.20,175.145516357353842724,430632,3123,75423264.00,71225,16.54,7.85,6.70
20-July-2018,170.10,172.35,168.00,170.75,170.611029003280819261,286209,1539,48830412.00,79262,27.69,4.35,0.65
19-July-2018,172.00,175.40,168.20,170.10,171.224943537309940775,628291,3550,107579091.00,115613,18.40,7.20,-1.90
18-July-2018,181.15,181.55,170.10,170.75,173.716698673959424731,394181,4053,68475822.00,97186,24.66,11.45,-10.40
17-July-2018,177.00,181.80,176.40,179.60,179.705621567031132454,485185,2911,87190472.00,182139,37.54,5.40,2.60
16-July-2018,187.90,188.60,177.15,178.15,181.486133317336157182,383401,4172,69581965.00,50673,13.22,11.45,-9.75
13-July-2018,189.55,190.25,184.70,187.85,187.215107627049132304,341364,3013,63908498.00,109658,32.12,5.55,-1.70
12-July-2018,192.90,194.50,187.35,189.55,190.419357044651276624,277842,2384,52906495.00,47961,17.26,7.15,-3.35
11-July-2018,194.40,194.75,190.45,192.00,192.513393957316772635,324624,1870,62494468.00,42265,13.02,4.30,-2.40
10-July-2018,190.00,196.10,189.50,194.40,193.924887715201908714,392306,3568,76077897.00,61982,15.80,6.60,4.40
9-July-2018,187.00,189.20,185.40,187.50,187.463129054639190920,197459,1656,37016282.00,33701,17.07,3.80,0.50
6-July-2018,181.30,189.70,181.10,186.75,186.346635503231763619,346560,2614,64580290.00,52485,15.14,8.60,5.45
5-July-2018,186.40,186.40,180.65,181.25,182.589353808433074168,309970,2354,56597222.00,47273,15.25,5.75,-5.15
4-July-2018,186.00,187.00,183.65,185.65,185.385374560492870296,353521,2025,65537623.00,48283,13.66,3.35,-0.35
