Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-February-2019,2079.40,2097.80,2069.50,2079.90,2083.329489881956155143,94880,3867,197666302.00,36271,38.23,28.30,0.50
6-February-2019,2052.00,2086.00,2040.40,2077.85,2066.175199499912709988,355138,3807,733777328.00,290618,81.83,45.60,25.85
5-February-2019,2049.00,2054.75,2028.05,2044.35,2042.753815723023399360,71284,2876,145615663.00,19421,27.24,26.70,-4.65
4-February-2019,2030.00,2051.00,2018.30,2047.15,2039.087714400165086609,82381,3148,167982085.00,22564,27.39,32.70,17.15
1-February-2019,2005.00,2035.00,1998.30,2030.75,2022.407971613798255209,112449,4549,227417754.00,22975,20.43,36.70,25.75
31-January-2019,1988.00,2019.50,1985.05,2014.60,2006.351348752884298428,145616,10664,292156858.00,61344,42.13,34.45,26.60
30-January-2019,1983.15,1983.95,1955.10,1977.85,1973.345461277624040222,102628,4634,202520498.00,30755,29.97,28.85,-5.30
29-January-2019,1956.00,1989.80,1937.30,1983.15,1962.169099517106102739,126943,5389,249083632.00,37245,29.34,52.50,27.15
28-January-2019,1931.70,1958.00,1929.55,1951.95,1947.373621057365376360,146761,6046,285798500.00,45972,31.32,28.45,20.25
25-January-2019,1904.40,1933.45,1900.75,1919.05,1920.732394366197183098,97696,4731,187647872.00,23765,24.33,32.70,14.65
24-January-2019,1882.00,1904.50,1876.00,1901.75,1894.631652610802081464,83595,3268,158381733.00,33937,40.60,28.50,19.75
23-January-2019,1900.00,1907.70,1874.00,1879.75,1883.719963460704774880,64588,3027,121665705.00,16349,25.31,33.70,-20.25
22-January-2019,1908.00,1918.20,1890.70,1900.35,1903.310715787506424333,85612,3839,162946237.00,27666,32.32,27.50,-7.65
21-January-2019,1900.40,1931.30,1896.55,1905.80,1917.108413085803603257,145868,5952,279644770.00,45795,31.39,34.75,5.40
18-January-2019,1887.00,1904.45,1877.30,1900.40,1891.420583522057557577,75507,3592,142815494.00,26786,35.47,27.15,13.40
17-January-2019,1871.00,1899.00,1871.00,1895.10,1887.927145607457695815,138166,6277,260847342.00,51023,36.93,28.00,24.10
16-January-2019,1869.95,1874.80,1848.55,1870.10,1862.815080942913944902,105630,4274,196769157.00,21307,20.17,26.25,0.15
15-January-2019,1813.55,1868.00,1809.55,1864.20,1847.757645196464252306,180669,8717,333832526.00,47074,26.06,58.45,50.65
14-January-2019,1854.70,1854.85,1810.50,1814.40,1818.437301493941889189,170020,10538,309170710.00,67588,39.75,44.35,-40.30
11-January-2019,1875.00,1876.05,1836.10,1841.95,1848.478111908275242117,530631,26351,980859789.00,142980,26.95,39.95,-33.05
10-January-2019,1904.00,1906.80,1874.10,1888.15,1893.425220090257634132,157549,8638,298307250.00,35172,22.32,32.70,-15.85
9-January-2019,1915.00,1919.00,1869.05,1887.80,1895.874439290203610237,156721,5261,297123338.00,38750,24.73,49.95,-27.20
8-January-2019,1902.00,1908.00,1884.00,1893.05,1892.601306802713036067,84481,3571,159888851.00,20820,24.64,24.00,-8.95
7-January-2019,1891.10,1909.00,1880.25,1896.65,1894.040438164402682391,98867,4087,187258096.00,31343,31.70,28.75,5.55
4-January-2019,1901.00,1901.05,1841.50,1873.95,1867.710848705267127279,320877,12058,599305454.00,77748,24.23,59.55,-27.05
3-January-2019,1913.50,1944.00,1891.70,1896.45,1914.159652427460036898,155018,5675,296729201.00,47656,30.74,52.30,-17.05
2-January-2019,1907.90,1933.00,1900.55,1923.15,1921.302491692061609740,145042,5128,278669556.00,31796,21.92,32.45,15.25
1-January-2019,1905.00,1909.00,1885.10,1902.35,1899.900673877734388499,144685,2800,274887129.00,90664,62.66,23.90,-2.65
31-December-2018,1901.00,1910.15,1887.00,1893.55,1896.066149864146181284,155314,3751,294485618.00,84242,54.24,23.15,-7.45
28-December-2018,1909.45,1921.00,1893.75,1895.80,1905.536998620751522219,178358,4109,339867768.00,100966,56.61,27.25,-13.65
27-December-2018,1909.90,1940.10,1892.35,1909.45,1920.165190756559915597,146915,6049,282101069.00,28258,19.23,47.75,-0.45
26-December-2018,1916.00,1917.95,1872.00,1889.50,1885.072502368482205101,111886,5684,210913222.00,30375,27.15,45.95,-26.50
24-December-2018,1901.00,1938.00,1901.00,1915.55,1923.141309926337398864,132496,4233,254808531.00,35320,26.66,37.00,14.55
21-December-2018,1949.90,1950.00,1890.00,1897.25,1921.229368098562530233,167447,7099,321704094.00,54208,32.37,60.00,-52.65
20-December-2018,1965.00,1975.45,1947.00,1956.35,1954.825649751396433776,143401,3386,280323953.00,78641,54.84,28.45,-8.65
19-December-2018,1985.00,1985.00,1960.00,1967.20,1969.177939325021321528,123115,3852,242435342.00,40336,32.76,25.00,-17.80
18-December-2018,1999.50,2001.95,1975.10,1987.70,1987.341805766312594840,76444,3404,151920357.00,21426,28.03,26.85,-11.80
17-December-2018,1990.15,2003.00,1985.50,1993.25,1994.529479970774166904,62958,2174,125571587.00,21253,33.76,17.50,3.10
14-December-2018,1995.00,1995.00,1975.65,1989.25,1986.250407819698017670,76627,2947,152200410.00,10648,13.90,19.35,-5.75
13-December-2018,2020.00,2028.40,1975.00,1983.65,1995.719465115688415919,157492,11569,314309850.00,49481,31.42,53.40,-36.35
12-December-2018,1998.35,2022.05,1987.10,2018.70,2008.896738245602008551,466804,3734,937761033.00,17300,3.71,34.95,20.35
11-December-2018,1973.50,2009.70,1961.15,1998.35,1990.198673855729775804,100894,5732,200799105.00,16286,16.14,48.55,24.85
10-December-2018,1979.00,2009.90,1962.05,1974.90,1987.615953355407934516,97246,4695,193287701.00,17835,18.34,47.85,-4.10
7-December-2018,1991.75,2003.85,1975.00,1995.95,1991.081586619912532997,101524,4092,202142567.00,24376,24.01,28.85,4.20
6-December-2018,2000.00,2017.95,1981.25,1991.75,1998.688788047279966997,111506,4566,222865792.00,21605,19.38,36.70,-8.25
5-December-2018,2009.40,2017.50,1985.00,2006.10,2002.995616742325392422,127987,5330,256357400.00,37278,29.13,32.50,-3.30
4-December-2018,1983.00,2019.30,1971.50,2009.40,2004.021654717417501491,164306,6462,329272782.00,32561,19.82,47.80,26.40
3-December-2018,1980.10,1990.00,1969.05,1982.20,1979.263621991441109929,73374,3982,145226489.00,17527,23.89,20.95,2.10
30-November-2018,1960.25,1989.40,1960.25,1970.60,1977.038453261253195830,116167,4274,229666626.00,19577,16.85,29.15,10.35
29-November-2018,2000.00,2000.00,1943.65,1959.45,1964.335168331789796097,193279,7566,379664737.00,27006,13.97,56.35,-40.55
28-November-2018,1897.00,1982.15,1883.90,1976.55,1953.215822175436794741,778970,11370,1521496529.00,569016,73.05,98.25,79.55
27-November-2018,1865.00,1893.50,1834.60,1888.35,1866.957233911841499001,130220,6646,243115171.00,30691,23.57,58.90,23.35
26-November-2018,1822.90,1859.50,1787.00,1846.10,1821.437863194006861303,171396,8329,312187164.00,36729,21.43,72.50,23.20
22-November-2018,1822.45,1847.10,1810.40,1815.25,1830.475786456648974958,157701,5963,288667862.00,27418,17.39,36.70,-7.20
21-November-2018,1873.00,1873.05,1802.00,1811.75,1816.058337532822321831,452436,12312,821650170.00,279324,61.74,71.05,-61.25
20-November-2018,1903.00,1905.95,1875.10,1877.75,1883.469169419397077641,67206,2672,126580429.00,22008,32.75,30.85,-25.25
19-November-2018,1896.00,1907.00,1867.50,1902.05,1886.701825851742126618,62108,3043,117179277.00,17630,28.39,39.50,6.05
16-November-2018,1889.90,1898.55,1868.00,1882.25,1874.929715508360408907,315475,6303,591493452.00,196007,62.13,30.55,-7.65
15-November-2018,1869.00,1898.95,1860.00,1865.50,1869.242778072430065412,367665,4623,687255146.00,276290,75.15,38.95,-3.50
14-November-2018,1935.90,1935.90,1872.50,1880.55,1884.141751687124714384,150552,7261,283661309.00,52287,34.73,63.40,-55.35
13-November-2018,1925.00,1939.80,1903.05,1935.80,1928.094479715915204993,46465,1908,89588910.00,9446,20.33,36.75,10.80
12-November-2018,1910.00,1944.85,1909.80,1915.90,1927.182896981383964992,80898,3234,155905242.00,16327,20.18,35.05,5.90
9-November-2018,1955.00,1962.95,1904.00,1909.80,1918.742413930009642107,70524,3231,135317390.00,20028,28.40,58.95,-45.20
7-November-2018,1948.00,1950.35,1935.00,1942.80,1943.361147487313799312,24436,1550,47487973.00,9448,38.66,15.35,-5.20
6-November-2018,1891.00,1936.00,1890.00,1931.95,1926.277942432840071299,94811,4249,182632338.00,23857,25.16,46.00,40.95
5-November-2018,1914.00,1926.70,1885.00,1889.95,1902.994662420525011493,89179,5949,169707161.00,24821,27.83,41.70,-24.05
2-November-2018,1935.80,1953.50,1905.75,1909.80,1925.288573131805525162,132521,4569,255141167.00,25661,19.36,47.75,-26.00
1-November-2018,1940.10,1950.00,1902.55,1934.60,1918.554298458217071630,98198,3423,188398195.00,26550,27.04,47.45,-5.50
31-October-2018,1904.40,1944.60,1878.65,1937.60,1912.635036496350364963,136726,5543,261506938.00,22912,16.76,65.95,33.20
30-October-2018,1866.95,1909.00,1846.55,1895.40,1890.460929187847263269,143803,6699,271853953.00,28018,19.48,62.45,28.45
29-October-2018,1810.00,1878.00,1784.00,1869.75,1825.210002488181139586,140665,6068,256743165.00,26041,18.51,94.00,59.75
26-October-2018,1857.80,1858.00,1791.30,1799.60,1812.867669934737908633,167785,8009,304172002.00,54623,32.56,66.70,-58.20
25-October-2018,1845.00,1875.45,1825.50,1852.65,1857.977438217122683142,90640,4475,168407075.00,19397,21.40,49.95,7.65
24-October-2018,1858.00,1871.80,1812.00,1851.50,1842.664271475592230309,172568,9093,317984888.00,44253,25.64,59.80,-6.50
23-October-2018,1890.00,1896.50,1836.80,1844.15,1861.781686443347684553,114276,6005,212756964.00,39955,34.96,59.70,-45.85
22-October-2018,1918.00,1919.50,1888.45,1902.15,1903.452305519850824628,55237,2980,105140995.00,13923,25.21,31.05,-15.85
19-October-2018,1940.00,1940.00,1872.20,1917.05,1899.509919082232781780,123953,6947,235449953.00,26868,21.68,67.80,-22.95
17-October-2018,1974.50,1988.95,1920.10,1927.70,1945.634663675082670771,306638,8093,596605522.00,197071,64.27,68.85,-46.80
16-October-2018,1955.00,1969.15,1935.00,1961.70,1953.525973716788877249,168016,6403,328223620.00,47778,28.44,34.15,6.70
15-October-2018,1937.00,1955.00,1921.70,1949.15,1938.811584125415196478,174014,6201,337380359.00,22912,13.17,33.30,12.15
12-October-2018,1990.00,1990.00,1904.80,1918.40,1926.525023753809065499,650422,26927,1253054259.00,130534,20.07,85.20,-71.60
11-October-2018,1998.70,2013.55,1943.05,1979.75,1986.622905877919068689,358205,17841,711618258.00,86482,24.14,70.50,-18.95
10-October-2018,2110.00,2110.00,2030.20,2043.05,2086.554956373742712810,1935417,9335,4038353934.00,1791046,92.54,79.80,-66.95
9-October-2018,2080.00,2108.00,2054.40,2090.50,2084.394569367840475180,127278,7010,265297572.00,53758,42.24,53.60,10.50
8-October-2018,2106.50,2122.90,2048.00,2080.10,2075.368802195876890731,102738,5420,213219240.00,21461,20.89,74.90,-26.40
5-October-2018,2059.80,2119.85,2024.00,2103.10,2080.771028149859792275,166182,8126,345786691.00,31778,19.12,95.85,43.30
4-October-2018,2161.00,2161.00,2058.65,2064.25,2073.564123788814214470,537593,13671,1114733558.00,366343,68.15,102.35,-96.75
3-October-2018,2246.10,2253.85,2155.00,2162.45,2191.313255476378991818,151560,8821,332115437.00,44781,29.55,98.85,-83.65
1-October-2018,2186.00,2273.00,2186.00,2255.80,2240.376132987325585768,186123,9298,416985527.00,52663,28.29,87.00,69.80
28-September-2018,2184.00,2190.00,2159.55,2184.50,2177.034796463815789473,77824,5130,169425556.00,22554,28.98,30.45,0.50
27-September-2018,2150.00,2202.00,2136.60,2187.80,2165.220775897647544366,121150,6747,262316497.00,25506,21.05,65.40,37.80
26-September-2018,2183.00,2197.10,2135.00,2141.45,2159.151900799477891988,79677,5848,172034746.00,24167,30.33,62.10,-41.55
25-September-2018,2200.00,2209.60,2155.00,2183.10,2187.088728941903854861,128098,7172,280161692.00,30780,24.03,54.60,-16.90
24-September-2018,2104.00,2214.15,2098.30,2198.70,2170.009332131771302693,299610,15149,650156496.00,133124,44.43,115.85,94.70
21-September-2018,2078.00,2130.85,2052.50,2103.80,2089.455985406152560352,124436,5854,260003545.00,58452,46.97,78.35,25.80
19-September-2018,2074.00,2088.10,2066.00,2076.90,2080.549686692392112436,56494,4929,117538574.00,26359,46.66,22.10,2.90
18-September-2018,2075.00,2077.30,2059.00,2070.00,2069.835401435374605942,44727,3051,92577528.00,15118,33.80,18.30,-5.00
17-September-2018,2070.00,2077.00,2054.85,2071.60,2066.319028078190381855,49469,2868,102218736.00,15587,31.51,22.15,1.60
14-September-2018,2045.00,2070.85,2018.85,2063.30,2039.969233366393044799,142167,5617,290016306.00,44608,31.38,52.00,18.30
12-September-2018,2051.00,2067.80,2040.00,2043.75,2048.897392227282263936,162054,6631,332032018.00,103442,63.83,27.80,-7.25
11-September-2018,2084.00,2089.25,2042.00,2045.95,2058.002403002690087082,94049,4443,193553068.00,53194,56.56,47.25,-38.05
10-September-2018,2082.95,2093.40,2074.10,2081.20,2084.882545569979783803,59853,3289,124786475.00,30966,51.74,19.30,-1.75
7-September-2018,2080.00,2083.95,2065.55,2079.70,2077.237840694294831405,49201,2540,102202179.00,19523,39.68,18.40,-0.30
6-September-2018,2080.00,2081.50,2063.00,2075.70,2071.825800933125972006,64300,2876,133218399.00,27126,42.19,18.50,-4.30
5-September-2018,2100.00,2105.95,2075.00,2078.15,2085.064375675754653575,136884,5536,285411952.00,84455,61.70,30.95,-21.85
